id	Y	cap-shape	cap-surface	cap-color	bruises	odor	gill-attachment	gill-spacing	gill-size	gill-color	stalk-shape	stalk-root	stalk-surface-above-ring	stalk-surface-below-ring	stalk-color-above-ring	stalk-color-below-ring	veil-type	veil-color	ring-number	ring-type	spore-print-color	population	habitat
6190	e	x	s	w	f	n	f	w	b	k	t	e	s	f	w	w	p	w	o	e	n	a	g
6192	e	x	s	n	t	n	f	c	b	e	e	?	s	s	w	w	p	w	t	e	w	c	w
6194	p	x	y	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	y	d
6195	p	x	y	n	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	d
6203	e	f	s	g	f	n	f	w	b	k	t	e	f	s	w	w	p	w	o	e	n	s	g
6205	p	k	s	e	f	y	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
6208	e	x	f	n	f	n	f	w	b	k	t	e	s	f	w	w	p	w	o	e	k	s	g
6209	p	x	s	g	f	c	f	w	n	p	e	b	s	s	w	w	p	w	o	p	k	s	d
6213	p	f	f	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	d
6216	p	f	y	n	f	y	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	l
6218	e	x	f	n	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	k	a	g
6232	e	x	f	e	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	n	v	d
6234	p	x	s	w	t	f	f	c	b	p	t	b	f	f	w	w	p	w	o	p	h	v	u
6235	p	k	s	e	f	y	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	p
6237	e	f	f	n	f	n	f	w	b	n	t	e	f	s	w	w	p	w	o	e	k	a	g
6240	e	f	f	g	f	n	f	c	n	g	e	e	s	s	w	w	p	w	o	p	n	y	u
6241	e	x	y	w	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	n	m
6242	p	f	y	n	f	f	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
6245	p	f	y	y	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	p
6246	p	f	y	n	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
6248	e	b	s	n	f	n	a	c	b	y	e	?	s	s	o	o	p	n	o	p	b	c	l
6250	p	k	s	e	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
6252	p	f	s	n	f	y	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
6253	e	x	f	e	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	n	v	d
6255	p	b	y	b	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	r	v	g
6256	e	f	y	e	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	k	y	d
6257	e	b	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	o	o	p	o	v	l
6258	e	x	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	n	o	p	y	v	l
6260	p	f	f	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	y	g
6261	p	k	s	n	f	f	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	d
6265	e	x	y	n	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	k	v	d
6267	p	x	y	g	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	g
6271	e	x	y	y	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	n	m
6272	e	f	f	e	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	n	y	d
6273	e	x	y	w	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	k	s	g
6275	p	f	s	e	f	f	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	d
6278	p	f	s	e	f	f	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	d
6281	e	f	y	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	v	d
6282	e	x	y	g	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	y	d
6284	e	x	f	e	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	y	d
6287	e	x	f	n	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	v	d
6288	e	f	y	w	f	n	f	c	n	p	e	?	s	f	w	w	p	w	o	f	h	v	d
6290	p	f	f	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	g
6291	p	f	y	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	v	d
6295	p	x	s	e	f	s	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	d
6297	p	k	y	w	t	n	f	w	n	w	e	b	s	s	w	w	p	w	o	p	w	c	l
6298	e	x	f	n	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	n	v	d
6299	p	f	s	n	f	s	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	l
6303	p	f	s	g	t	f	f	c	b	w	t	b	f	f	w	w	p	w	o	p	h	v	g
6304	e	x	f	n	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	k	v	d
6305	p	f	s	n	f	s	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	p
6307	p	f	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	d
6308	p	x	y	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	p
6309	e	x	f	n	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	k	v	d
6310	e	f	f	n	f	n	f	w	b	n	t	e	s	s	w	w	p	w	o	e	n	s	g
6313	e	f	y	g	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	y	d
6314	p	f	s	g	t	f	f	c	b	p	t	b	s	f	w	w	p	w	o	p	h	s	u
6316	p	x	s	n	f	y	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	l
6320	p	x	f	g	f	c	f	c	n	g	e	b	s	s	w	w	p	w	o	p	k	s	d
6324	e	b	y	w	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	n	m
6325	e	f	y	g	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	n	v	d
6326	e	x	s	y	t	l	f	w	n	p	t	b	s	s	w	w	p	w	o	p	n	v	d
6329	p	k	s	e	f	f	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
6330	e	f	y	y	t	l	f	c	b	n	e	r	s	y	w	w	p	w	o	p	k	y	g
6331	e	f	f	g	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	v	d
6335	e	f	f	n	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	n	v	d
6341	p	f	y	n	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	k	v	u
6342	e	f	y	r	f	n	f	c	n	p	e	?	s	f	w	w	p	w	o	f	h	v	d
6343	p	x	y	y	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	p
6347	p	k	s	e	f	y	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
6348	e	f	y	n	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	k	y	d
6351	p	f	f	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	p
6352	p	f	s	n	f	y	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
6354	e	f	s	e	t	n	f	c	b	w	e	?	s	s	w	e	p	w	t	e	w	c	w
6355	p	f	s	e	f	s	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	p
6356	p	k	y	e	f	f	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	l
6360	p	x	f	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	g
6361	p	k	s	e	f	s	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	p
6362	p	x	f	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	d
6367	p	x	y	e	f	y	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	l
6369	p	x	f	g	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	g
6370	p	f	f	y	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	p
6376	e	x	f	g	f	n	f	w	b	n	t	e	f	s	w	w	p	w	o	e	n	s	g
6378	p	x	s	n	f	y	f	c	n	b	t	?	k	k	p	p	p	w	o	e	w	v	d
6379	p	x	y	e	f	s	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
6385	p	k	s	e	f	f	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
6386	e	x	f	w	f	n	f	w	b	p	t	e	f	f	w	w	p	w	o	e	n	s	g
6388	e	x	y	y	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	s	m
6393	e	b	s	n	f	n	a	c	b	n	e	?	s	s	o	o	p	n	o	p	o	c	l
6394	p	x	y	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	v	u
6398	e	x	s	w	f	n	f	w	b	w	e	?	s	s	w	w	p	w	t	p	w	s	g
6399	e	b	y	y	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	n	m
6404	p	x	s	b	t	f	f	c	b	w	t	b	f	f	w	w	p	w	o	p	h	v	g
6405	p	f	f	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	g
6407	e	x	y	n	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	n	v	d
6408	e	f	s	w	f	n	f	w	b	p	t	e	s	f	w	w	p	w	o	e	n	a	g
6410	p	f	s	e	f	f	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	l
6415	e	f	f	e	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	k	y	d
6417	p	x	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	g
6419	e	f	f	e	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	y	d
6421	p	x	f	y	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	y	p
6422	p	x	s	e	f	f	f	c	n	b	t	?	k	k	p	p	p	w	o	e	w	v	d
6424	p	x	f	y	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	d
6425	p	x	s	n	f	s	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	d
6426	e	x	y	n	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	n	y	d
6427	e	x	f	g	f	n	f	w	b	h	t	e	s	s	w	w	p	w	o	e	k	a	g
6428	e	k	y	n	f	n	f	w	n	w	e	b	s	f	w	n	p	w	o	e	w	v	l
6429	e	k	y	n	f	n	f	w	n	w	e	b	f	s	w	n	p	w	o	e	w	v	l
6430	e	x	s	n	f	n	a	c	b	y	e	?	s	s	o	o	p	n	o	p	y	v	l
6431	p	x	y	n	f	f	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	l
6432	e	x	f	n	f	n	f	w	b	h	t	e	s	s	w	w	p	w	o	e	k	a	g
6434	p	k	y	n	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	l
6435	e	b	f	g	f	n	f	w	b	p	e	?	s	k	w	w	p	w	t	p	w	n	g
6436	p	x	s	n	f	s	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	l
6437	p	x	f	g	f	c	f	w	n	n	e	b	s	s	w	w	p	w	o	p	k	v	d
6442	p	x	y	g	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	p
6445	p	f	s	n	f	y	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	d
6446	e	x	s	n	f	n	f	w	b	p	t	e	f	f	w	w	p	w	o	e	k	a	g
6448	e	x	f	w	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	n	s	g
6450	e	k	s	w	f	n	f	w	b	p	e	?	s	s	w	w	p	w	t	p	w	s	g
6455	e	b	y	w	t	l	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	n	m
6456	e	x	s	w	f	n	f	w	b	n	t	e	f	f	w	w	p	w	o	e	n	a	g
6458	e	x	y	y	t	a	f	c	b	w	e	r	s	y	w	w	p	w	o	p	n	s	g
6460	p	x	f	y	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	v	d
6461	e	x	y	e	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	k	v	d
6462	p	f	y	n	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	v	u
6467	e	x	f	g	f	n	f	w	b	p	t	e	f	s	w	w	p	w	o	e	n	a	g
6469	e	f	y	n	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	k	v	d
6470	e	f	f	e	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	k	y	d
6474	p	k	y	e	f	s	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	l
6476	e	f	f	e	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	y	d
6477	p	x	y	n	f	f	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	d
6479	e	x	f	g	f	n	f	w	b	p	t	e	s	f	w	w	p	w	o	e	k	a	g
6480	e	x	f	n	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	n	v	d
6481	p	k	s	n	f	f	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
6483	e	x	f	n	f	n	f	w	b	p	t	e	s	f	w	w	p	w	o	e	n	s	g
6484	p	f	y	n	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	k	v	u
6485	e	x	f	n	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	v	d
6486	e	f	s	c	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	w	y	p
6489	p	f	f	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	y	d
6490	p	x	y	y	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	y	p
6493	p	x	s	n	f	f	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	d
6495	p	x	y	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	s	u
6496	e	b	y	w	t	l	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	n	g
6499	p	x	y	e	f	y	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	l
6501	e	b	y	y	t	l	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	s	g
6502	e	x	f	g	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	v	d
6503	p	x	s	e	f	y	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
6505	e	x	s	y	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	n	m
6506	e	f	s	w	f	n	f	w	b	n	t	e	f	s	w	w	p	w	o	e	k	s	g
6509	p	f	s	g	t	f	f	c	b	p	t	b	s	s	w	w	p	w	o	p	h	v	g
6513	p	x	s	p	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	n	s	d
6514	e	f	f	n	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	n	y	d
6515	p	x	s	g	t	f	f	c	b	p	t	b	f	f	w	w	p	w	o	p	h	s	u
6516	e	b	s	w	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	k	n	m
6517	p	k	s	e	f	f	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
6519	e	f	y	n	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	k	v	d
6521	p	x	y	n	f	s	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	p
6523	p	f	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	p
6524	e	x	f	g	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	n	v	d
6525	p	x	y	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	p
6530	e	f	y	n	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	k	y	d
6531	p	f	y	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	g
6533	p	x	y	n	f	y	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	l
6534	e	x	y	n	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	v	d
6535	p	x	s	e	f	y	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	l
6536	p	x	f	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	d
6537	e	f	y	n	t	a	f	c	b	p	e	r	s	y	w	w	p	w	o	p	k	s	p
6538	p	x	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	p
6540	p	x	f	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	d
6542	e	f	s	n	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	k	a	g
6543	e	f	y	g	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	v	d
6544	e	x	s	n	f	n	f	w	b	k	t	e	f	s	w	w	p	w	o	e	n	a	g
6547	p	k	y	e	f	f	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	d
6552	p	k	f	y	f	n	f	c	n	w	e	?	k	y	w	y	p	w	o	e	w	v	d
6553	e	x	f	g	t	n	f	c	b	p	t	b	s	s	p	g	p	w	o	p	n	y	d
6554	e	x	f	n	f	n	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	y	u
6557	p	k	y	e	f	y	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	d
6558	e	f	f	y	t	l	f	w	n	w	t	b	s	s	w	w	p	w	o	p	u	v	d
6561	p	x	y	e	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	d
6564	p	f	f	y	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	y	d
6565	p	x	f	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	p
6566	p	f	y	n	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	l
6567	p	x	s	e	f	f	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
6570	p	x	f	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	p
6573	p	k	y	n	f	y	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	p
6575	e	f	f	g	f	n	f	w	b	k	t	e	s	s	w	w	p	w	o	e	n	s	g
6578	p	f	f	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	v	p
6580	e	x	y	n	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	v	d
6585	p	x	f	g	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	n	v	d
6588	p	k	y	e	f	f	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	p
6590	p	k	s	e	f	f	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
6592	e	f	y	e	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	k	y	d
6593	p	x	f	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	g
6594	p	x	s	p	f	c	f	c	n	g	e	b	s	s	w	w	p	w	o	p	k	s	d
6598	p	x	f	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	d
6599	e	f	y	e	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	k	y	d
6600	e	f	y	g	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	k	v	d
6601	p	f	y	b	t	n	f	c	b	r	e	b	s	s	w	w	p	w	t	p	r	v	g
6604	p	f	y	y	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	v	g
6605	p	f	f	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	p
6606	e	x	f	g	f	n	f	w	b	p	t	e	f	f	w	w	p	w	o	e	n	s	g
6607	p	x	s	n	f	y	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
6612	p	f	y	n	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	k	s	u
6613	e	f	s	g	f	n	f	w	b	n	t	e	s	s	w	w	p	w	o	e	k	s	g
6615	p	x	f	g	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	v	d
6617	p	k	y	n	f	m	f	c	b	w	e	c	k	y	c	c	p	w	n	n	w	c	d
6618	p	f	f	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	p
6619	p	f	s	n	f	y	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	d
6621	e	k	s	w	f	n	f	w	b	p	e	?	k	k	w	w	p	w	t	p	w	n	g
6624	e	f	f	w	f	n	f	w	b	p	t	e	s	f	w	w	p	w	o	e	n	s	g
6625	e	f	s	p	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	w	v	p
6627	e	f	f	n	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	k	a	g
6628	e	x	f	w	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	n	a	g
6629	p	k	s	n	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	d
6634	p	k	y	e	f	y	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	p
6636	p	f	y	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	v	d
6637	e	f	f	w	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	k	a	g
6639	e	x	y	n	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	n	v	d
6640	p	x	y	y	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	y	p
6642	p	k	y	e	f	s	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	d
6646	e	x	y	n	t	a	f	c	b	p	e	r	s	y	w	w	p	w	o	p	k	s	g
6648	p	f	y	n	f	s	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	l
6649	e	k	y	n	f	n	f	w	n	w	e	b	f	f	w	n	p	w	o	e	w	v	l
6650	p	f	s	w	t	f	f	c	b	p	t	b	f	f	w	w	p	w	o	p	h	s	u
6651	e	b	s	w	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	s	g
6653	e	x	s	n	f	n	f	w	b	p	t	e	f	f	w	w	p	w	o	e	n	s	g
6654	e	f	s	b	t	n	f	c	b	e	e	?	s	s	e	w	p	w	t	e	w	c	w
6667	p	k	s	e	f	f	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	p
6668	p	f	y	w	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	k	v	g
6669	p	x	s	w	t	f	f	c	b	h	t	b	s	s	w	w	p	w	o	p	h	v	u
6675	p	f	y	n	f	s	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	p
6676	p	f	y	w	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	n	s	u
6678	e	x	y	e	t	n	f	c	b	w	e	?	s	s	e	e	p	w	t	e	w	c	w
6679	e	x	y	n	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	y	d
6680	p	x	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	p
6685	p	f	y	g	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	d
6687	p	f	y	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	g
6689	p	f	y	n	f	y	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	l
6690	p	f	f	g	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	d
6691	p	x	y	n	f	y	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	p
6692	p	x	y	y	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	g
6695	p	x	s	e	f	y	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	d
6698	p	x	y	y	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	g
6700	p	x	y	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	v	u
6703	p	x	s	n	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	v	u
6704	e	x	f	n	f	n	f	w	b	n	t	e	f	f	w	w	p	w	o	e	n	a	g
6705	e	k	f	n	f	n	f	w	n	w	e	b	s	f	w	n	p	w	o	e	w	v	l
6707	e	x	y	e	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	n	y	d
6709	p	k	y	e	f	s	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	p
6711	p	x	f	y	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	v	g
6712	p	x	f	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	v	p
6713	p	x	f	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	g
6716	e	f	y	r	f	n	f	c	n	w	e	?	s	f	w	w	p	w	o	f	h	v	d
6722	e	f	f	g	t	n	f	c	b	n	t	b	s	s	w	w	p	w	o	p	k	y	d
6724	p	f	s	e	f	f	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	d
6726	e	x	s	w	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	s	g
6729	e	x	s	y	t	l	f	w	n	w	t	b	s	s	w	w	p	w	o	p	u	v	d
6731	e	x	s	w	t	a	f	c	b	g	e	c	s	s	w	w	p	w	o	p	k	n	m
6732	e	x	y	y	t	l	f	c	b	n	e	r	s	y	w	w	p	w	o	p	n	s	p
6735	e	f	s	n	f	n	f	w	b	k	t	e	f	s	w	w	p	w	o	e	k	a	g
6737	p	x	y	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	v	p
6738	p	k	s	n	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
6739	p	x	y	n	f	s	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	l
6743	e	x	y	e	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	k	y	d
6744	p	x	y	y	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	v	g
6745	e	x	f	g	f	n	f	w	b	k	t	e	f	s	w	w	p	w	o	e	n	s	g
6746	p	f	s	e	f	f	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	l
6747	e	x	s	w	f	n	f	w	b	k	t	e	s	s	w	w	p	w	o	e	n	a	g
6751	e	f	f	n	f	n	f	c	n	k	e	e	s	s	w	w	p	w	o	p	k	v	u
6754	p	k	y	e	f	s	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
6755	p	x	s	g	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	n	s	d
6757	p	k	s	n	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	p
6758	p	x	s	e	f	y	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	l
6761	p	f	s	e	f	f	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
6764	e	x	f	g	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	n	y	d
6765	e	x	f	e	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	n	y	d
6772	p	k	y	n	f	s	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
6773	p	k	s	n	f	y	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	l
6775	e	f	s	g	f	n	f	w	b	p	t	e	s	f	w	w	p	w	o	e	n	s	g
6776	e	b	s	y	t	l	f	c	b	k	e	c	s	s	w	w	p	w	o	p	k	s	m
6777	e	b	s	w	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	s	g
